filename,cell_id,temp,charge_rate,discharge_rate,cycle,SOH,IC_bin_1,IC_bin_2,IC_bin_3,IC_bin_4,IC_bin_5,IC_bin_6,IC_bin_7,IC_bin_8,IC_bin_9,IC_bin_10,IC_bin_11,IC_bin_12,IC_bin_13,IC_bin_14,IC_bin_15,IC_bin_16,IC_bin_17,IC_bin_18,IC_bin_19,IC_bin_20
CY45-05_1-#26.csv,26,45,0.5,1.0,1,100.0,3.266869541047426,3.3463620477126916,3.475864322828661,3.6580138043431023,3.909182336038416,4.175388709209123,4.323940776812811,4.334369113224513,4.274222766127558,4.193735671155873,4.127172096455658,4.100901185055705,4.130316484576935,4.214708972222623,4.317883162505119,4.361174168510632,4.305302387277346,4.173866764391323,4.019075411617496,3.8702089150950654
CY45-05_1-#26.csv,26,45,0.5,1.0,2,99.92,3.2393560430422075,3.3040514397043466,3.4305348830594573,3.6086246357974887,3.8534458966478877,4.132371950099317,4.316914145231615,4.350909679607691,4.298024458777813,4.21451765272789,4.134221039713622,4.088376065901468,4.098406561936577,4.164441160801654,4.255036731250877,4.3129072769928545,4.285335864407453,4.180295070094629,4.025963253572248,3.8664894373656087
CY45-05_1-#26.csv,26,45,0.5,1.0,3,99.86,3.2158985296219966,3.2784668009015294,3.4045578496629676,3.5808796848594295,3.815566392743212,4.0986327208527324,4.301963907262111,4.352054092504169,4.302521036318392,4.2223873350967684,4.1421773091666285,4.090966085966067,4.084171679210819,4.126917835878302,4.209767518221468,4.279145711130197,4.257924276545658,4.149539916911705,4.011436067703761,3.8772109213586914
CY45-05_1-#26.csv,26,45,0.5,1.0,4,99.76,3.205582754048797,3.260123715283346,3.3763042641767864,3.546200297269957,3.7776044833243345,4.060854769284075,4.281213212644908,4.353248157869658,4.3196654881365655,4.238346689099045,4.143775676560384,4.076951417798622,4.063245213306851,4.10214660744597,4.179524453413548,4.252980512966079,4.250312145652749,4.149225789676083,4.005274146539552,3.863701459485635
CY45-05_1-#26.csv,26,45,0.5,1.0,5,99.62,3.194140496150817,3.2491239571062147,3.3658415155108297,3.529153781439135,3.750723360667706,4.027772136326564,4.259114581425697,4.349154707410737,4.324304158342523,4.2497833507947105,4.155099638893158,4.077698105255677,4.049296031170919,4.078772219129477,4.1539722136630495,4.2273475048353495,4.234885214569905,4.149814627120469,4.00793058383016,3.865713208524196
CY45-05_1-#26.csv,26,45,0.5,1.0,6,99.52,3.18584926476574,3.234381905084604,3.344411706985943,3.50254975386691,3.719316899072174,4.003361433594233,4.259240078304357,4.3596491616043025,4.331489622343322,4.243937335365755,4.144221286539422,4.071328007310009,4.042245172345007,4.061575023389509,4.127591358198541,4.200409985103245,4.204982043618384,4.129354874062139,4.000557234586673,3.8593839843649658
CY45-05_1-#26.csv,26,45,0.5,1.0,7,99.41,3.1702728170769516,3.217888590542801,3.330486476076935,3.4878148033837175,3.702611710034799,3.9741525659732213,4.225990959577883,4.350438910630905,4.344776206679749,4.25603084934803,4.151345736276679,4.075363822710975,4.038717135610456,4.045308774013673,4.104454046090412,4.17633726406412,4.188305302425429,4.123840559281489,4.006214745557809,3.8630555487280818
CY45-05_1-#26.csv,26,45,0.5,1.0,8,99.31,3.1676516976372686,3.203155089987601,3.306203274651864,3.460565911875095,3.670137830221774,3.946911532165294,4.210790938860735,4.337952579024371,4.333794467142461,4.255219011975869,4.157614494241237,4.072516949318934,4.025375810017102,4.0400343782883255,4.102094758291953,4.170203764581355,4.183239129261035,4.119393850365403,4.00014472785038,3.8591665554672057
CY45-05_1-#26.csv,26,45,0.5,1.0,9,99.19,3.1656219618130375,3.1945146773162825,3.2937610503869297,3.4453754057463892,3.6471942518829756,3.922868283405971,4.203036429718972,4.343995064208873,4.332600065763156,4.250798631771621,4.148227713496371,4.062138938517068,4.017110866612719,4.023149528927505,4.076510390197599,4.1486759459915294,4.176219607326654,4.118709506539913,4.005244849197683,3.8684096991034527
CY45-05_1-#26.csv,26,45,0.5,1.0,10,99.08,3.1555143157805556,3.1914728127426204,3.293639833676157,3.4373400807916488,3.6312477856273384,3.8999779892244475,4.181265660002104,4.342810844396659,4.343686777536684,4.261171109310507,4.153354931384174,4.063302306395312,4.013985748237295,4.012128023362122,4.059085807533379,4.131408668445009,4.162684220934061,4.107493501929087,3.9935294370098817,3.862540594824825
