filename,cell_id,temp,charge_rate,discharge_rate,cycle,SOH,IC_bin_1,IC_bin_2,IC_bin_3,IC_bin_4,IC_bin_5,IC_bin_6,IC_bin_7,IC_bin_8,IC_bin_9,IC_bin_10,IC_bin_11,IC_bin_12,IC_bin_13,IC_bin_14,IC_bin_15,IC_bin_16,IC_bin_17,IC_bin_18,IC_bin_19,IC_bin_20
CY25-05_1-#8.csv,8,25,0.5,1.0,1,99.97,3.2732581429720478,3.341576779918277,3.4050353155913924,3.4771884318830666,3.5857622313203583,3.757484314395488,4.037637042871496,4.412201214993402,4.771140930463222,4.94895382845354,4.950779925141468,4.874632796200817,4.79091758668519,4.739295726002128,4.735662083358003,4.787511216774221,4.814114884335698,4.791826395001432,4.686416193591808,4.521140164429426
CY25-05_1-#8.csv,8,25,0.5,1.0,2,100.0,3.2535771370737616,3.3276586689364414,3.3876799761048533,3.452709005864352,3.557905133554723,3.742805530289357,4.01742747128587,4.391978896115531,4.753402591368382,4.965362092969349,4.987522262383529,4.905838126028386,4.787470433174704,4.719165260978477,4.724330201992472,4.766269182138936,4.804394473998392,4.777852374870551,4.678523345847293,4.513847669974989
CY25-05_1-#8.csv,8,25,0.5,1.0,3,99.99,3.2315444872184034,3.3010295152131817,3.363235083782872,3.430204125168028,3.5376317120916863,3.7241996375387902,4.012315574648896,4.3982207871957755,4.767041413097701,4.9589148255621165,4.989820330547099,4.903032036947481,4.794572153182907,4.72058792631429,4.708713203165156,4.740377997037538,4.786901756819927,4.789585101962317,4.680122401073766,4.507163767794214
CY25-05_1-#8.csv,8,25,0.5,1.0,4,99.95,3.2188958115545487,3.29124164885981,3.3549877607776115,3.4250884495317995,3.5298417622442675,3.705835194178549,3.9843948117008745,4.365854145283898,4.751896766935537,4.972808855343904,4.998739968645876,4.90777221831231,4.784167338524508,4.714466469002339,4.714797297835099,4.759733642201712,4.795994206556006,4.767587635883762,4.673678802621209,4.528213597171046
CY25-05_1-#8.csv,8,25,0.5,1.0,5,99.91,3.208228010166657,3.2796308561456944,3.3428612089957612,3.411159471429665,3.512398972409208,3.689883859955195,3.9701226595939065,4.354045141484634,4.750093053708475,4.970403648357792,4.9991558589940865,4.932771184773947,4.811438399906609,4.713930995390086,4.6892567849666005,4.7345101062378525,4.797311067735113,4.791163577315067,4.6700595745630515,4.503245760532873
CY25-05_1-#8.csv,8,25,0.5,1.0,6,99.85,3.1960121995641186,3.260730998661929,3.317977355278844,3.388837823777317,3.496812153822935,3.6723646857274135,3.9543857814647625,4.3436365378939366,4.744627693119111,4.978169451432007,4.998648339831319,4.926963525558341,4.816475936586235,4.711391352296951,4.685615321308868,4.730394626255926,4.776170047102514,4.768469047855952,4.679710250010515,4.511193338830804
CY25-05_1-#8.csv,8,25,0.5,1.0,7,99.78,3.1719613320389586,3.2427612395865846,3.312539224815121,3.3892129640294506,3.4996390505548476,3.6717441631009784,3.9360727792425947,4.320351244849002,4.733497069268859,4.965485744782785,5.010675198831283,4.918724362966941,4.791799906957484,4.698333553879461,4.671556361822035,4.720712075930786,4.773573049750539,4.75716054147409,4.65878190022315,4.506241781506395
CY25-05_1-#8.csv,8,25,0.5,1.0,8,99.7,3.16028599198649,3.23008682005747,3.2983374832424612,3.376441109555907,3.4866776821661407,3.66109879049483,3.9378463549705818,4.313231065009898,4.70158397140025,4.9560893614575825,5.0272970483302295,4.937980201477306,4.797068341488895,4.692559844882532,4.658422726885121,4.7007028986995945,4.769869397013227,4.755405080980915,4.652815969007443,4.5008693628140755
CY25-05_1-#8.csv,8,25,0.5,1.0,9,99.6,3.1552308878860984,3.2233194040539037,3.2867101250760564,3.3621667940449247,3.4742104402533514,3.645785612536491,3.907059227776624,4.279488066254374,4.691472722273483,4.9846036823451,5.036817859633603,4.943519686468102,4.818152124831836,4.699485979638075,4.653873133138882,4.696971106388899,4.755137370877224,4.7533306557373765,4.660545366499293,4.496633425226213
CY25-05_1-#8.csv,8,25,0.5,1.0,10,99.52,3.1385434275581607,3.208294317642607,3.276992133140898,3.3520244934281505,3.46074970251325,3.6404345103638307,3.916300629394287,4.295055071603239,4.696284037870551,4.959528850226277,5.037032163938391,4.950166470135168,4.816600154865798,4.699671706923463,4.652876114136839,4.6832752587488296,4.742813489408903,4.748874617029377,4.658581740599856,4.49311845848575
