filename,cell_id,temp,charge_rate,discharge_rate,cycle,SOH,IC_bin_1,IC_bin_2,IC_bin_3,IC_bin_4,IC_bin_5,IC_bin_6,IC_bin_7,IC_bin_8,IC_bin_9,IC_bin_10,IC_bin_11,IC_bin_12,IC_bin_13,IC_bin_14,IC_bin_15,IC_bin_16,IC_bin_17,IC_bin_18,IC_bin_19,IC_bin_20
CY25-05_1-#14.csv,14,25,0.5,1.0,1,99.94,3.3574576163770233,3.3991942360235945,3.455858668034072,3.551905469539495,3.7094437995213023,3.9534470603682155,4.298717971805096,4.671831812127968,4.894308839011326,4.962050523882744,4.930085277671944,4.857721030248234,4.804439378865787,4.805897723931989,4.879803847925879,4.943867256011913,4.940740859762477,4.874616469664455,4.750068177564197,4.587747839156512
CY25-05_1-#14.csv,14,25,0.5,1.0,2,99.99,3.3119033714741004,3.377871585687084,3.4476513156809556,3.5422607727426882,3.696714907652662,3.946486412879425,4.295471474755254,4.638630004122518,4.879402733511493,4.987967487131399,4.950387077196306,4.866662170176905,4.823602343994703,4.820218838427227,4.860559337239373,4.930051137018514,4.945894023053498,4.87409519316677,4.7460953005014135,4.5807679215481025
CY25-05_1-#14.csv,14,25,0.5,1.0,3,100.0,3.286329920086766,3.3486956487702195,3.4133936848618114,3.510776953256755,3.6797728821498743,3.933703120369119,4.266158973224655,4.6230142172487785,4.893984437343401,4.990862055777883,4.95842994340701,4.878528883027856,4.819292821986916,4.799552121469303,4.859109803976795,4.943294104401439,4.965686114179438,4.881025901872354,4.731609012970027,4.566192632942517
CY25-05_1-#14.csv,14,25,0.5,1.0,4,99.97,3.2654449475972886,3.3255070488058722,3.390454298598694,3.4919715510079015,3.6628328478066035,3.9148823422444963,4.24808663241405,4.614530062084664,4.887528477072849,4.985620360219927,4.954914675635538,4.871833942815118,4.805308895449087,4.7924755861623245,4.838184793507859,4.923585607461483,4.958894023642033,4.8856596190736115,4.7452922876659684,4.580713204726437
CY25-05_1-#14.csv,14,25,0.5,1.0,5,99.92,3.2404293872918246,3.3059734297769,3.377538348615152,3.481612536383612,3.6392613541660785,3.871148321161206,4.184014897408682,4.5476831574681595,4.827712872446067,4.9925542715702695,4.991143808846164,4.897319700836091,4.830389665421845,4.809637592052951,4.8663064097724025,4.951856549100714,4.960452358599933,4.877605970697774,4.740855911181785,4.574032917221331
CY25-05_1-#14.csv,14,25,0.5,1.0,6,99.85,3.2242331972823206,3.2887119614994638,3.3603960480235946,3.464890107385735,3.6332357913924684,3.890135195688769,4.23180473585549,4.597735603607439,4.852556864082795,4.970937289987154,4.989898553441232,4.900114851665925,4.810492411991376,4.777467831542275,4.821038197786266,4.901411373884607,4.938677524254216,4.877713387569063,4.7559772726089715,4.577670476853283
CY25-05_1-#14.csv,14,25,0.5,1.0,7,99.8,3.2090249171889123,3.2690121473268423,3.343276613612499,3.4555542993928787,3.623369250766987,3.864023625827584,4.206992713862583,4.602600930126625,4.880445442127821,4.983692500667495,4.9778313216209265,4.892198609990429,4.80352169608328,4.780151109989605,4.829369188377173,4.8994978765901385,4.932691836325412,4.8660243627605455,4.730771914996351,4.579863669730013
CY25-05_1-#14.csv,14,25,0.5,1.0,8,99.73,3.1994784519715154,3.2672389281115484,3.3395148837981625,3.443974418403378,3.6067461612965506,3.855231080357906,4.192940319665966,4.583084910496764,4.871133805961205,4.98048509104427,4.978142492445246,4.890611135338332,4.807825175745903,4.773873204111425,4.813938733101113,4.894737525394152,4.926251876805479,4.8776120285680085,4.746165807946889,4.568275733111065
CY25-05_1-#14.csv,14,25,0.5,1.0,9,99.65,3.1803088945552234,3.2465038367067462,3.323661185851704,3.433657884144152,3.598012591453615,3.841628356568841,4.187794727610714,4.581860664287892,4.871561204416639,5.005328642584371,4.998217378722709,4.907635189112887,4.818931570282437,4.762147701799348,4.778055377168925,4.8922757787834215,4.945009159162551,4.866443547612593,4.727826678438264,4.569793520205963
CY25-05_1-#14.csv,14,25,0.5,1.0,10,99.57,3.1654585016282377,3.233900753571575,3.31488895939769,3.4269206935081837,3.5946895073327854,3.8431365579817993,4.178701005607394,4.561072987791396,4.862602123274955,5.0002738429254,5.006799519567874,4.910864971083775,4.800606038700247,4.747808327209198,4.784569610539298,4.876876270633989,4.928068261143929,4.869673128609131,4.741523289287743,4.568105142543853
CY25-05_1-#14.csv,14,25,0.5,1.0,11,99.5,3.162001364675795,3.228953125509935,3.3042199717594043,3.411101635882812,3.578232232135397,3.8283200900596217,4.170487643409443,4.5498037364600545,4.851098577896384,4.989248021197151,4.994376217198602,4.9103837235963725,4.80589483569485,4.740420103457859,4.763473864627517,4.861457463378959,4.901993760220455,4.84789496986894,4.727204950042828,4.55490505073858
CY25-05_1-#14.csv,14,25,0.5,1.0,12,99.43,3.137231828885014,3.212117743218497,3.2979485602962177,3.409082012459729,3.5723062881155094,3.8094225554229446,4.1522248891533575,4.540392327451531,4.844359184280516,4.974440700223404,4.964538253534888,4.887561043485902,4.797515019905714,4.742901529541827,4.770895165223726,4.860996369792058,4.902360640651564,4.857604921266881,4.746031607171936,4.570683739666047
CY25-05_1-#14.csv,14,25,0.5,1.0,13,99.36,3.143170049183965,3.2134927882790825,3.2899905204102136,3.3945533426270136,3.554955865876984,3.7969289387611127,4.128901546261599,4.529130933853299,4.855745097915142,4.984328500521339,4.970979793421813,4.88799557480038,4.77814028463404,4.73500188488658,4.787509876035582,4.874488095970997,4.896328460238106,4.84503439210553,4.7378504497980405,4.57891277732802
